Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,join_key
Sh. Krishna Pap.,500388.0,__NA__,Paper,40.26,25.85,13.52,0.0,19.18,20.95,7.67,86.29,113.51,0.0,81.66,32.21,0.57,1.56,43.17,40.29,0.0,0.0,8.34,86.29,18.44,0.0,28.58,6.87,10.0,2.83,0.61,16.0,1.35,28.62,19.25,31.85,113.51,2.33,6.84,15.96,12.51,18.8,21.81,21.58,20.99,54.7,31.15,27.94,24.39,54.43,500388.0___NA__
Sh. Rajas. Synt.,503837.0,__NA__,Textiles - Spinning - Synthetic / Blended,9.81,15.4,28.01,2.72,-14.79,82.09,9.62,49.25,215.17,0.0,154.32,19.44,0.0,0.0,3.31,19.27,0.0,0.0,0.51,49.25,-15.55,0.98,0.81,0.35,10.0,0.89,0.08,10.97,1.37,91.71,-112.22,44.83,215.17,0.0,-63.8,3.42,35.4,44.37,86.18,90.11,103.68,126.39,68.52,77.1,87.75,13.44,503837.0___NA__
Sh. Rama Multi.,532310.0,SHREERAMA,Packaging,27.25,12.05,66.76,6.67,35.96,75.6,0.0,138.44,449.66,0.0,400.13,46.62,2.3,0.01,76.42,26.46,0.0,0.0,205.64,138.44,54.34,0.0,29.17,42.48,5.0,2.79,1.77,15.7,13.35,75.6,58.41,49.53,449.66,0.26,36.97,27.13,38.48,51.87,62.97,98.5,123.55,154.82,60.28,75.05,89.48,363.94,532310.0_SHREERAMA
Sh. Steel Wire,513488.0,__NA__,Steel - Medium / Small,39.6,0.0,3.3,0.0,10.14,0.0,0.0,15.14,12.45,0.0,8.25,4.22,0.01,0.01,8.66,1.19,0.0,0.0,0.0,15.14,7.47,0.0,3.3,1.38,10.0,3.65,0.35,0.69,0.33,0.0,7.98,4.21,12.45,0.0,6.77,3.99,3.67,2.05,0.07,0.12,0.03,0.04,4.23,4.12,2.6,13.11,513488.0___NA__
Sh.Pushkar Chem.,539334.0,SHREEPUSHK,Dyes And Pigments,209.0,107.74,31.63,0.0,441.98,65.89,4.04,709.58,427.69,0.0,115.11,295.28,42.31,117.84,352.17,195.52,0.0,0.0,107.27,709.58,264.1,0.07,62.89,158.72,10.0,0.66,10.52,73.9,3.16,69.93,127.45,312.58,427.69,0.03,87.37,155.79,81.83,,57.91,47.08,15.07,,174.57,172.22,123.13,660.95,539334.0_SHREEPUSHK
Sh.Renuka Sugar,532670.0,RENUKA,Sugar,49.51,5794.0,212.8,0.0,-1650.7,3887.82,1680.83,10170.9,4626.42,1089.93,330.38,4561.2,50.4,34.3,5425.4,7988.2,0.0,0.0,660.8,10170.9,-24.7,21.5,4477.1,618.1,1.0,53.6,150.7,4999.8,212.85,5568.65,348.72,4296.05,4626.42,114.34,-77.25,-7422.69,-5707.39,-1348.51,4446.92,2379.59,9874.65,9559.66,3776.47,4023.37,7586.57,10538.13,532670.0_RENUKA
Shah Alloys,513436.0,SHAHALLOYS,Steel - Medium / Small,62.58,80.2,19.8,0.0,-8.54,0.0,73.69,257.31,557.16,0.0,484.18,67.04,9.01,7.11,90.93,238.89,0.0,0.0,588.45,257.31,-71.44,0.0,82.04,7.1,10.0,0.22,23.06,0.0,1.98,73.69,-48.55,72.99,557.16,9.01,-60.61,-348.09,-452.13,,184.35,238.21,337.62,,93.23,119.18,143.17,123.91,513436.0_SHAHALLOYS
Shah Foods,519031.0,__NA__,Food - Processing - Indian,244.9,0.0,0.6,0.0,-1.27,0.0,0.86,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.12,0.0,0.0,0.0,0.52,0.4,0.0,0.0,0.0,10.0,0.01,0.0,0.01,0.06,0.86,0.42,0.0,0.0,0.0,0.89,1.18,1.15,0.38,0.85,0.0,0.0,0.0,0.01,0.96,1.05,14.69,519031.0___NA__
Shah Metacorp,533275.0,SHAH,Steel - Medium / Small,4.02,36.54,41.93,0.0,15.49,27.5,39.98,138.07,71.63,0.0,47.09,21.44,0.0,0.0,91.79,43.98,0.0,0.0,164.03,138.07,47.81,0.0,12.72,59.89,1.0,0.34,1.93,24.38,33.24,67.48,36.1,24.54,71.63,0.0,-10.99,68.36,117.45,79.43,92.65,74.27,101.11,79.48,24.4,34.27,47.52,168.46,533275.0_SHAH
Shahi Shipping,526508.0,__NA__,Shipping,17.12,5.39,14.49,0.0,-8.62,2.13,6.86,18.6,40.66,0.0,35.51,4.72,2.1,0.51,4.06,8.53,0.0,0.0,0.72,18.6,-2.3,0.0,0.0,1.77,10.0,0.36,0.06,3.03,1.45,8.99,-2.41,5.15,40.66,2.1,-4.05,-1.22,11.91,17.31,9.63,9.94,13.18,23.56,6.9,8.73,13.34,24.81,526508.0___NA__
Shahlon Silk,542862.0,__NA__,Textiles - Products,20.85,132.94,17.86,0.0,84.89,121.27,9.52,319.29,223.82,4.66,139.65,74.88,0.68,1.2,231.11,160.19,0.83,0.0,4.92,319.29,150.37,0.0,79.49,145.44,2.0,1.15,2.86,70.36,8.93,130.79,122.09,84.16,223.82,0.32,121.64,125.07,,,151.86,180.32,,,97.66,119.77,,186.2,542862.0___NA__
Shaily Engineer.,501423.0,SHAILY,Plastics Products,809.35,209.05,9.17,0.0,450.0,139.61,47.33,782.46,503.3,0.0,136.36,478.47,15.32,0.0,267.2,229.23,0.0,0.0,3.05,782.46,176.8,0.71,83.6,117.36,2.0,26.36,18.11,68.66,4.59,186.94,153.17,366.94,503.3,68.26,,,,,,,,,,,,3712.28,501423.0_SHAILY
Shakti Press,526841.0,__NA__,Printing & Stationery,31.08,11.81,3.52,3.0,15.2,7.81,4.08,35.25,31.46,0.0,22.61,8.24,0.0,0.2,24.01,10.76,0.0,0.0,0.0,35.25,21.15,0.0,2.98,20.34,10.0,0.13,0.07,2.43,0.35,11.89,19.06,8.85,31.46,0.0,12.33,5.29,3.17,7.6,11.94,18.08,28.11,22.02,8.31,15.32,17.23,10.94,526841.0___NA__
Shakti Pumps,531431.0,SHAKTIPUMP,Pumps,3848.4,83.18,20.04,0.0,735.66,73.4,1.74,1450.3,306.11,0.0,159.53,149.96,37.8,0.0,1245.01,684.81,0.0,0.0,88.85,1450.3,643.38,0.27,297.6,666.84,10.0,201.31,52.86,434.07,1.84,75.14,342.89,146.58,306.11,1.55,267.51,304.67,175.05,107.64,79.24,178.28,89.16,112.98,147.35,140.05,121.2,7710.3,531431.0_SHAKTIPUMP
Shalby,540797.0,SHALBY,Healthcare,270.05,377.87,107.41,0.0,892.96,141.67,0.0,1607.53,909.84,0.0,224.68,966.2,15.39,80.64,552.25,323.26,0.0,0.0,23.27,1607.53,379.97,63.91,235.2,144.63,10.0,27.22,7.52,129.57,10.8,141.67,251.4,685.17,909.84,10.55,182.44,98.11,-14.6,36.83,44.03,70.82,327.92,37.03,659.56,691.88,323.01,2916.8,540797.0_SHALBY
Shalibhadra Fin.,511754.0,__NA__,Finance & Investments,625.0,57.92,7.0,0.0,89.81,44.03,11.05,158.22,3.42,0.0,0.89,2.61,0.0,0.0,17.63,3.19,0.0,0.0,0.0,158.22,14.44,0.0,0.0,0.0,10.0,16.95,0.0,0.0,0.63,55.08,6.79,2.53,3.42,0.0,-0.6,-3.34,41.86,22.65,62.43,71.45,43.42,20.64,2.37,2.12,1.59,437.5,511754.0___NA__
Shalimar Agencie,539895.0,__NA__,Finance & Investments,42.63,0.0,3.0,0.0,-0.19,0.0,0.0,4.1,0.05,0.0,0.03,0.02,0.0,0.0,4.08,1.29,0.0,0.0,0.0,4.1,2.79,0.0,0.0,0.0,10.0,4.03,1.21,0.0,0.3,0.0,2.83,0.02,0.05,0.0,3.02,3.2,3.49,0.86,0.0,0.0,0.0,0.0,0.03,0.04,0.0,12.79,539895.0___NA__
Shalimar Paints,509874.0,SHALPAINTS,Paints / Varnishes,142.45,105.88,16.74,0.0,376.44,-21.53,161.59,669.56,345.3,37.5,73.19,276.01,33.67,0.0,344.95,244.25,0.0,0.0,43.78,669.56,184.71,2.68,116.48,109.85,2.0,56.18,0.0,134.73,7.22,140.06,222.97,272.11,345.3,1.71,55.44,154.86,124.88,136.52,130.87,153.84,170.75,109.95,283.29,245.72,221.72,1192.45,509874.0_SHALPAINTS
Shalimar Prod.,512499.0,__NA__,Entertainment / Electronic Media Software,0.71,0.85,98.43,0.0,3.63,0.0,0.26,103.22,63.45,0.0,1.67,64.28,0.0,4.63,33.18,1.07,2.68,0.0,0.0,103.22,32.96,0.0,23.11,0.77,1.0,0.21,0.0,0.13,98.43,0.26,31.88,61.77,63.45,2.22,33.92,34.54,31.27,28.47,0.0,0.02,0.39,0.1,61.88,61.99,62.12,69.88,512499.0___NA__
Shalimar Wires,532455.0,__NA__,Textiles - Products,21.97,89.62,8.55,0.0,26.04,12.49,78.47,175.39,243.53,0.0,149.71,88.7,1.18,0.02,74.95,59.43,0.0,0.01,7.24,175.39,29.5,0.0,42.51,25.56,2.0,4.03,1.82,33.67,4.28,90.96,29.34,93.82,243.53,0.21,7.48,34.13,-127.62,-149.55,85.24,91.55,57.03,79.74,76.6,73.44,48.49,93.93,532455.0___NA__
Shamrock Indl.,531240.0,__NA__,Trading,12.04,0.0,5.43,0.0,-3.7,0.0,0.0,1.76,0.14,0.0,0.14,0.0,0.0,0.0,1.64,0.03,0.0,0.0,0.0,1.76,1.61,0.0,0.0,0.0,10.0,0.93,0.0,0.03,0.54,0.0,1.66,0.0,0.14,0.0,2.0,2.5,-0.02,,0.0,0.0,4.54,,0.0,0.0,1.05,6.54,531240.0___NA__
Shangar Decor,540259.0,__NA__,Miscellaneous,8.17,8.47,6.12,0.0,1.25,9.81,0.0,27.1,15.03,0.0,3.24,12.5,0.0,0.03,14.56,11.1,0.0,0.0,0.0,27.1,3.46,0.0,2.09,9.85,5.0,1.86,0.0,10.83,1.22,9.81,4.77,11.79,15.03,0.0,2.05,0.25,1.52,2.31,4.03,1.4,0.57,1.19,8.47,6.89,4.38,10.0,540259.0___NA__
Shankar Lal Ram.,542232.0,__NA__,Trading,105.0,6.2,63.97,0.0,34.55,5.1,10.75,105.59,1.17,0.0,0.31,1.13,0.0,0.0,104.46,7.04,0.0,0.0,0.0,105.59,103.62,0.0,9.39,57.49,10.0,3.57,0.06,0.6,6.4,15.85,107.36,0.86,1.17,0.0,61.72,54.23,10.17,,12.5,24.84,2.4,,0.59,0.37,0.15,671.66,542232.0___NA__
Shankara Build.,540425.0,SHANKARA,Trading,685.85,86.65,24.25,0.0,773.32,69.02,17.63,1585.53,402.74,0.0,109.87,292.87,2.89,0.0,1270.93,763.17,0.0,0.0,3.13,1585.53,578.42,3.24,484.76,686.11,10.0,34.4,10.52,650.5,2.28,87.84,438.36,280.72,381.01,3.67,422.78,348.84,346.68,337.76,169.15,197.41,223.47,284.05,256.1,252.92,259.02,1663.12,540425.0_SHANKARA
Shantai Indust.,512297.0,__NA__,Trading,35.15,0.0,1.5,0.0,5.86,0.0,0.0,7.52,0.09,0.0,0.09,0.01,0.0,0.0,7.48,0.03,0.0,0.0,0.0,7.52,7.45,0.0,4.39,1.42,10.0,0.53,0.0,0.0,0.15,0.0,7.51,0.01,0.09,0.0,7.57,8.63,6.49,0.02,0.0,0.0,0.0,0.0,0.01,0.03,0.01,5.27,512297.0___NA__
Shanthala,-1.0,SHANTHALA,Trading,71.5,0.18,0.5,0.0,15.06,1.69,2.78,22.95,2.44,0.0,0.08,2.38,0.0,11.88,8.33,1.01,0.45,0.0,0.0,22.95,7.32,0.0,2.47,3.23,10.0,1.71,0.0,0.69,0.05,4.47,2.92,2.36,2.44,0.0,2.89,,,,4.06,,,,2.37,,,47.89,-1.0_SHANTHALA
Shanthi Gears,522034.0,SHANTIGEAR,Engineering,623.3,0.0,7.67,0.0,337.64,0.0,0.0,442.8,157.09,0.0,86.85,72.15,4.1,45.31,327.49,97.0,0.0,0.0,2.07,442.8,230.49,0.0,85.23,117.96,1.0,7.91,18.89,59.92,7.67,0.0,158.29,70.24,157.09,2.03,107.54,108.88,161.31,116.91,0.0,0.0,0.0,0.0,74.02,58.63,65.32,4781.71,522034.0_SHANTIGEAR
Shanti Educat.,539921.0,__NA__,Miscellaneous,84.5,1.52,16.1,0.0,47.15,0.0,2.2,68.01,23.17,0.0,5.02,18.37,0.11,9.26,6.9,3.28,9.23,0.0,1.16,68.01,4.39,0.0,1.89,1.54,1.0,1.13,0.46,0.4,16.1,2.2,6.42,18.15,23.17,0.0,2.86,3.62,2.58,1.55,3.24,4.76,11.18,28.04,18.87,18.12,12.89,1360.45,539921.0___NA__
Shanti Guru Inds,534708.0,__NA__,Trading,18.46,0.31,12.31,0.0,1.54,0.0,0.36,14.68,1.51,0.0,0.07,1.44,0.0,6.77,2.56,0.84,0.0,0.0,0.0,14.68,2.03,0.0,0.0,0.16,10.0,2.09,0.5,0.0,1.23,0.36,4.5,1.44,1.51,0.0,4.57,3.75,11.07,11.04,0.36,0.36,2.48,2.16,1.44,1.44,1.55,22.72,534708.0___NA__
Shanti Overseas,-1.0,SHANTI,Food - Processing - Indian,15.82,1.13,11.11,0.0,2.86,0.18,0.84,20.44,3.23,0.0,2.08,0.66,0.0,0.0,13.03,5.45,0.0,0.0,0.0,20.44,7.71,0.41,3.46,1.94,10.0,0.91,0.0,0.25,1.11,1.02,9.5,1.15,3.23,0.0,27.41,38.17,25.06,,32.04,51.65,24.77,,29.89,37.92,6.88,17.58,-1.0_SHANTI
Shanti Spintex,544059.0,__NA__,Textiles - Cotton/Blended,63.49,22.22,7.1,0.0,69.68,35.75,6.02,194.0,88.58,0.0,24.43,67.32,0.0,0.0,125.08,83.27,0.0,0.0,0.8,194.0,49.55,0.0,18.49,89.69,10.0,5.03,0.0,71.24,0.71,41.77,39.11,64.15,88.58,0.0,14.99,,,,39.31,,,,54.1,,,107.22,544059.0___NA__
Shantidoot Infra,543598.0,__NA__,Construction,156.0,0.1,1.8,0.0,3.7,0.39,0.16,7.29,1.38,0.0,0.68,0.47,0.0,0.57,6.14,1.69,0.0,0.0,0.0,7.29,4.45,0.0,1.78,0.43,10.0,1.95,0.22,0.42,0.18,0.55,4.04,0.7,1.38,0.0,-0.12,,,,0.86,,,,1.15,,,28.05,543598.0___NA__
Sharanam Infra,539584.0,__NA__,Trading,0.55,0.75,12.0,0.0,-1.44,0.0,0.22,25.3,0.05,0.0,0.03,0.16,0.0,0.0,25.11,14.06,0.0,0.0,0.0,25.3,11.11,0.06,2.29,2.7,1.0,0.05,0.0,0.0,30.0,0.22,1.61,0.02,0.05,0.0,1.6,1.65,2.05,2.06,0.06,0.01,0.0,0.0,0.04,0.03,0.0,6.6,539584.0___NA__
Sharat Industrie,519397.0,__NA__,Aquaculture,58.08,95.5,23.91,0.0,60.06,8.44,80.82,203.9,72.33,0.0,23.01,46.23,1.58,0.0,149.11,104.88,0.0,0.0,16.69,203.9,132.97,0.0,66.68,56.52,10.0,5.05,0.0,12.19,2.39,89.26,118.12,49.32,72.33,1.4,95.99,70.03,47.08,17.2,81.66,55.08,30.22,11.12,42.34,43.33,35.9,138.89,519397.0___NA__
Sharda Cropchem,538666.0,SHARDACROP,Pesticides / Agrochemicals - Indian,477.5,18.3,90.22,0.0,2146.89,0.0,2.96,4038.32,1674.38,0.0,1006.39,990.99,0.0,158.9,2937.9,1580.55,0.0,0.0,74.89,4038.32,1367.89,14.93,991.64,1498.0,10.0,87.92,6.35,921.15,9.02,2.96,1258.66,667.98,1674.38,203.87,949.34,514.58,485.88,205.58,80.76,0.09,0.24,39.93,544.42,371.79,209.85,4308.06,538666.0_SHARDACROP
Sharda Ispat,513548.0,__NA__,Steel - Medium / Small,665.4,21.79,5.08,0.0,46.6,8.67,10.05,76.72,20.12,0.0,17.03,2.38,0.0,0.51,73.23,24.85,0.0,0.0,0.21,76.72,70.17,0.67,26.96,12.68,10.0,1.47,0.01,1.44,0.51,18.72,42.73,3.09,20.12,0.0,26.39,25.51,13.28,15.29,8.47,9.24,7.48,14.97,2.34,2.26,2.43,338.02,513548.0___NA__
Sharda Motor,535602.0,SHARDAMOTR,Auto Ancillaries,2305.9,23.66,5.95,0.0,1019.18,0.0,24.64,1647.08,472.76,0.0,251.82,219.18,0.03,687.14,1041.78,588.02,0.0,5.71,159.85,1647.08,454.95,23.66,196.91,227.16,2.0,264.64,17.45,494.89,2.97,24.64,516.59,220.93,472.76,0.03,213.0,148.71,45.93,89.09,11.9,0.0,58.98,225.22,179.33,194.15,204.16,6855.82,535602.0_SHARDAMOTR
Shardul Sec.,512393.0,__NA__,Finance & Investments,253.0,9.89,17.5,0.0,653.68,0.0,0.0,696.71,24.96,0.0,8.65,15.84,0.0,648.96,31.48,2.68,7.63,0.0,20.0,696.71,28.8,0.0,0.0,0.05,10.0,27.68,0.0,2.37,1.75,0.0,26.62,16.31,24.96,0.0,38.52,12.42,45.07,47.43,0.0,0.0,11.15,0.0,16.83,17.55,20.06,442.75,512393.0___NA__
Share India Sec.,540725.0,SHAREINDIA,Finance & Investments,294.8,402.75,38.29,0.0,1708.48,132.05,69.74,2868.06,102.85,0.0,40.14,76.42,0.0,149.07,2275.5,661.28,0.0,0.0,1278.4,2868.06,1614.22,15.86,0.0,14.2,2.0,2018.47,0.0,359.34,16.27,201.79,988.56,62.71,102.85,0.83,74.23,103.55,28.41,,118.6,106.28,30.81,,37.83,35.19,8.27,5819.49,540725.0_SHAREINDIA
Sharika Enterpr.,540786.0,__NA__,Trading,23.26,17.03,21.65,0.0,3.56,11.65,2.69,55.67,5.53,0.0,1.29,4.48,0.0,0.0,47.58,27.44,0.0,0.0,3.81,55.67,34.68,8.01,11.71,21.38,5.0,1.28,0.0,0.16,4.33,14.34,30.16,4.24,5.53,3.05,20.54,21.01,10.01,1.84,12.32,10.65,10.7,2.17,4.76,5.74,7.08,100.72,540786.0___NA__
Sharp Chucks and,-1.0,SCML,Castings & Forgings,110.0,83.87,9.78,0.0,50.45,82.14,8.2,197.4,106.89,0.0,33.93,0.1,79.61,0.16,114.16,106.59,0.0,0.0,1.38,197.4,71.16,0.0,76.08,32.64,10.0,1.87,0.0,32.16,0.98,90.34,68.97,72.96,106.89,3.9,53.59,40.37,,,63.05,45.55,,,54.02,45.39,,118.36,-1.0_SCML
Sharp India,523449.0,__NA__,Electronics - Consumer,86.5,100.05,25.94,0.0,-125.27,0.0,82.52,3.58,54.39,0.0,52.66,1.59,0.0,0.0,1.94,102.91,0.0,0.0,0.0,3.58,-0.92,0.0,0.0,0.0,10.0,1.62,0.01,0.42,2.59,82.52,-1.3,1.73,54.39,0.0,-0.85,-19.75,-10.14,17.66,52.98,27.34,18.84,18.84,2.04,7.33,10.57,224.37,523449.0___NA__
Sharp Investment,538212.0,__NA__,Finance & Investments,0.8,0.0,24.21,0.0,4.18,0.0,0.0,30.99,0.0,0.0,0.0,0.0,0.0,24.08,3.87,2.6,0.0,0.54,0.0,30.99,1.27,0.0,0.0,0.3,1.0,3.36,0.0,2.47,24.21,0.0,1.21,0.0,0.0,0.0,0.51,0.5,3.48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,538212.0___NA__
Sharpline Broadc,543341.0,__NA__,Miscellaneous,7.0,10.28,16.78,0.0,5.15,0.74,21.87,42.67,1.54,0.0,0.35,2.45,0.0,7.0,14.8,19.14,0.0,0.0,0.0,42.67,4.86,0.0,0.0,7.0,10.0,0.03,1.22,6.8,1.15,22.61,24.46,1.18,1.54,0.0,8.32,8.12,6.76,0.02,0.0,0.2,0.0,0.0,0.01,0.0,0.0,11.75,543341.0___NA__
Shashank Traders,540221.0,__NA__,Trading,24.21,2.85,3.09,0.0,-0.76,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,2.41,2.99,3.07,0.0,0.0,0.0,5.41,2.77,0.0,0.0,0.34,10.0,0.0,0.0,0.18,0.31,0.0,0.08,0.0,0.0,0.0,0.43,0.64,0.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,540221.0___NA__
Shashijit Infra.,540147.0,__NA__,Construction,6.7,11.68,10.34,0.0,0.86,8.0,4.85,35.87,17.6,0.0,7.22,7.55,0.0,0.01,26.7,21.85,0.0,0.0,0.11,35.87,13.81,0.41,12.55,8.24,2.0,0.04,0.19,9.81,5.17,12.85,12.91,10.38,17.6,0.0,11.37,10.74,9.99,2.51,7.85,4.9,4.43,2.3,4.6,3.57,2.88,34.67,540147.0___NA__
Shashwat Furnis.,543519.0,__NA__,Miscellaneous,42.5,1.57,2.09,0.0,1.13,1.07,0.14,5.49,0.15,0.0,0.04,1.4,0.0,0.0,3.86,1.49,0.0,0.0,0.0,5.49,3.16,0.0,2.05,0.92,10.0,0.22,0.21,0.43,0.21,1.21,4.96,0.11,0.15,0.0,0.01,,,,0.0,,,,0.0,,,8.87,543519.0___NA__
Sheela Foam,540203.0,SFL,Miscellaneous,936.0,1493.11,54.35,0.0,2865.84,446.55,1046.56,5321.84,3854.87,0.0,726.28,3128.59,165.62,877.98,856.98,1128.89,0.0,17.55,45.01,5321.84,102.38,211.78,339.37,363.77,5.0,48.95,0.0,387.53,9.76,571.1,238.95,865.0,1325.18,287.49,247.91,97.96,192.27,139.72,334.23,30.55,59.35,187.82,893.89,411.68,318.42,10174.07,540203.0_SFL
Sheetal Cool,540757.0,SCPL,Food - Processing - Indian,552.75,83.57,10.5,0.0,104.03,65.78,20.0,234.75,116.83,0.0,67.68,43.93,0.0,0.0,186.39,95.43,0.0,0.0,0.0,234.75,158.91,0.0,129.79,50.0,10.0,5.04,0.67,19.2,1.05,85.78,137.82,49.15,116.83,0.0,71.58,20.33,-0.03,,71.34,45.82,13.71,,65.48,82.21,30.21,580.39,540757.0_SCPL
Sheetal Univer.,-1.0,SHEETAL,Food - Processing - Indian,57.9,15.17,3.5,0.0,23.08,10.15,3.41,51.19,6.55,0.0,2.63,5.42,0.05,0.06,37.19,12.6,0.0,0.0,0.0,51.19,35.71,0.0,6.04,22.53,10.0,0.55,0.01,0.6,0.35,13.56,14.16,3.92,6.55,1.5,7.34,,,,6.25,,,,2.92,,,66.33,-1.0_SHEETAL
Shekhawati Poly.,533301.0,SPYL,Textiles - Processing,4.7,0.84,34.47,0.0,-27.2,0.0,0.84,44.12,3.97,0.0,1.76,2.21,0.0,1.38,33.19,28.26,0.0,1.38,3.39,44.12,5.15,0.84,1.14,11.89,1.0,0.35,0.0,15.24,34.47,201.57,-24.95,73.56,141.36,0.0,5.75,-88.4,-22.78,82.93,203.93,191.56,194.19,127.9,88.07,106.79,126.49,162.01,533301.0_SPYL
Shelter Infra,526839.0,__NA__,Miscellaneous,11.26,17.61,3.57,0.0,0.09,0.0,18.0,41.0,19.67,0.24,9.46,10.11,0.0,0.95,27.75,36.57,0.0,0.0,22.8,41.0,8.02,0.0,1.09,14.0,10.0,0.7,0.29,12.33,0.36,18.0,8.47,10.21,19.67,0.0,10.06,10.86,12.18,11.28,17.46,18.52,27.97,43.57,10.48,10.75,11.11,4.02,526839.0___NA__
Shelter Pharma,543963.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,49.9,0.57,7.74,0.0,24.26,0.0,1.78,37.91,3.72,0.94,1.88,3.58,0.0,0.68,29.72,1.47,0.0,0.0,0.0,37.91,28.25,0.0,9.93,8.85,10.0,5.04,2.61,0.71,0.77,1.78,13.73,1.85,3.72,0.0,4.98,,4.97,,0.0,,0.11,,1.57,,2.71,57.69,543963.0___NA__
Shemaroo Entert.,538685.0,SHEMAROO,Entertainment / Electronic Media Software,146.9,334.19,27.23,0.0,526.0,167.38,153.55,1022.04,94.6,0.0,58.62,44.3,0.0,2.55,959.04,459.65,0.0,0.0,1.69,1022.04,824.76,2.4,682.31,145.25,10.0,0.24,12.39,106.79,2.72,320.93,860.34,35.98,94.6,1.1,805.93,731.1,645.25,285.58,269.47,202.12,296.18,183.19,27.28,31.63,34.77,400.56,538685.0_SHEMAROO
Shera Energy,-1.0,SHERA,Mining / Minerals / Metals,178.6,119.64,22.79,0.0,84.13,66.27,46.83,444.08,115.98,0.0,32.34,88.81,5.23,0.0,346.18,264.61,0.0,0.0,79.89,444.08,158.79,0.0,197.1,114.04,10.0,15.92,2.03,145.29,2.28,113.1,140.79,83.64,115.98,2.13,93.21,,,,106.48,,,,83.7,,,406.98,-1.0_SHERA
Shervani Indl Sy,526117.0,__NA__,Construction,611.0,31.55,2.59,0.0,152.28,1.47,0.1,229.84,25.96,0.0,7.31,23.12,1.84,35.77,175.11,56.31,0.0,0.0,29.49,229.84,131.69,0.0,143.46,1.86,10.0,16.09,106.09,3.49,0.27,1.57,98.23,18.65,25.96,0.0,113.42,127.03,168.58,170.71,5.06,7.2,1.0,5.94,18.15,15.95,12.38,165.03,526117.0___NA__
Sheshadri Indus.,539111.0,__NA__,Textiles - Products,14.85,28.1,4.96,0.0,-24.23,4.69,26.91,34.96,64.81,0.0,31.66,29.77,0.0,0.0,4.91,26.11,0.0,0.0,0.24,34.96,-21.14,0.0,0.47,0.6,10.0,0.15,0.07,14.48,0.5,31.6,-18.3,33.15,64.81,0.0,-23.68,-16.32,-10.32,6.05,48.89,61.18,59.27,35.67,36.25,44.96,46.54,7.37,539111.0___NA__
Shetron,526137.0,__NA__,Packaging,111.3,60.51,9.0,0.0,47.44,50.4,17.67,157.34,170.0,0.0,124.18,47.44,0.0,0.16,107.06,72.83,0.0,0.0,5.22,157.34,66.88,0.0,53.34,30.55,10.0,5.52,0.0,31.0,0.9,68.07,65.0,45.82,170.0,0.64,62.53,66.05,54.13,51.03,75.62,75.6,86.69,104.46,43.34,47.34,52.15,100.17,526137.0___NA__
Shigan Quantum,-1.0,SHIGAN,Auto Ancillaries,103.0,44.68,17.21,0.0,48.24,34.41,0.62,151.74,23.28,0.0,7.89,17.3,0.0,5.42,128.08,72.31,0.0,0.0,0.0,151.74,93.43,0.0,51.82,21.04,10.0,10.01,5.43,28.76,1.72,35.03,67.39,15.39,23.28,0.0,20.15,13.41,,,8.77,6.89,,,3.13,1.61,,186.74,-1.0_SHIGAN
Shilchar Tech.,531201.0,__NA__,Electric Equipment,5797.2,0.0,7.63,0.0,201.96,0.0,0.0,292.48,53.21,0.0,14.3,40.66,4.53,20.43,243.96,79.57,0.0,0.0,37.19,292.48,164.39,0.0,59.56,93.62,10.0,60.16,14.29,54.91,0.76,0.0,75.69,38.91,53.21,0.06,36.36,34.63,20.55,28.06,8.15,16.02,4.08,20.53,36.95,41.28,16.97,4421.41,531201.0___NA__
Shilp Gravures,513709.0,__NA__,Mining / Minerals / Metals,162.0,3.32,6.15,0.0,91.74,0.83,0.77,114.45,78.22,0.0,36.86,46.22,1.07,35.05,55.29,10.72,0.0,0.0,0.06,114.45,47.27,0.7,7.05,13.24,10.0,2.16,0.4,6.13,0.61,1.6,15.24,41.36,78.22,2.46,14.87,13.29,12.28,9.97,3.2,13.01,7.83,18.52,39.4,42.61,40.91,99.62,513709.0___NA__
