Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Ramchandra Leas.,538540.0,__NA__,Finance & Investments,1.07,0.46,4.35,0.02,0.35,0.0,0.0,0.46,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.01,4.35,4.35,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,202403.0,0.47,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,4.26,2.13,0.0,0.48,0.01,5.47,538540.0___NA__
Ramco Inds.,532369.0,RAMCOIND,Cement Products,253.35,1501.32,10.4,105.72,3.14,12.18,0.93,1501.32,156.2,14.3,170.5,36.98,133.52,25.01,108.51,35.54,105.72,0.0,105.72,6.26,56.53,133.23,10.4,7.04,156.2,25.01,36.98,12.18,133.52,105.72,33.96,35.54,14.3,202403.0,1457.52,152.43,24.11,173.78,33.89,139.89,20.97,121.68,15.54,120.44,2.76,122.52,8.68,10.46,8.26,14.11,1486.41,120.23,2199.31,532369.0_RAMCOIND
Ramco Systems,532370.0,RAMCOSYS,Computers - Software - Medium / Small,322.85,525.83,-29.37,-241.67,-46.54,-68.3,-0.06,525.83,-154.41,4.12,-150.29,87.22,-237.51,6.22,-243.73,-2.06,-241.67,0.0,-241.67,0.0,0.62,306.82,-29.37,-45.96,-154.41,6.22,87.22,-68.3,-237.51,-241.67,3.42,-2.06,4.12,202403.0,492.22,-134.02,5.39,-128.57,80.82,-209.39,11.22,-220.67,-13.81,-206.78,-0.06,-206.86,0.0,-27.23,-42.01,-58.71,520.85,-264.09,1145.76,532370.0_RAMCOSYS
Ramdevbaba Sol.,-1.0,RBS,Solvent Extraction,99.8,686.44,3.66,13.03,18.63,8.04,-19.93,686.44,25.11,6.55,31.66,4.26,27.4,9.68,17.72,4.68,13.03,0.0,13.03,0.0,82.21,9.56,3.66,1.9,25.11,9.68,4.26,8.04,27.4,13.03,2.8,4.68,6.55,202403.0,697.75,18.53,8.65,27.01,2.23,24.78,5.67,19.28,4.59,14.56,0.17,14.69,0.0,2.66,2.09,320.25,,,220.81,-1.0_RBS
Ramgopal Polytex,514223.0,__NA__,Trading,5.06,11.0,-19.0,-1.67,-12.11,-1.15,0.0,11.0,-2.09,0.57,-1.52,0.0,-1.52,0.14,-1.66,0.0,-1.67,0.0,-1.67,0.0,106.55,0.58,-19.0,-15.18,-2.09,0.14,0.0,-1.15,-1.52,-1.67,0.0,0.0,0.57,202403.0,6.97,-1.77,0.65,-1.12,0.01,-1.13,0.15,-1.28,0.0,-1.28,0.0,-1.28,0.0,-25.39,-18.36,-0.88,11.53,-1.55,7.34,514223.0___NA__
Ramkrishna Forg.,532527.0,RKFORGE,Castings & Forgings,898.75,3954.88,21.22,341.44,18.66,18.89,0.03,3954.88,839.34,28.92,868.26,257.57,610.69,151.64,459.05,117.62,341.44,0.0,341.44,36.16,45.8,207.76,21.22,8.63,839.34,151.64,257.57,18.89,610.69,341.44,116.17,117.62,28.92,202403.0,3192.9,693.87,3.96,697.38,201.64,495.74,121.75,374.44,126.33,247.81,0.45,248.11,31.98,21.73,7.76,15.52,3823.26,316.04,16248.69,532527.0_RKFORGE
Ramky Infra,533262.0,RAMKY,Construction,583.2,2160.52,23.61,307.79,21.09,44.48,0.0,2160.52,510.06,160.21,670.27,48.38,621.89,158.46,463.43,142.36,307.79,0.0,321.07,0.0,66.19,88.72,23.61,14.86,510.06,158.46,48.38,44.48,621.89,321.07,83.85,142.36,160.21,202403.0,1705.13,338.06,1455.83,494.78,41.78,453.0,362.93,1389.18,236.54,74.21,1299.11,1152.64,0.0,19.83,4.4,164.83,2155.76,1341.38,4035.62,533262.0_RAMKY
Ramsons Projects,530925.0,__NA__,Finance & Investments,26.2,0.53,49.06,1.51,14.89,10.71,0.0,0.53,0.26,3.08,1.6,0.01,1.59,0.08,3.25,0.04,1.51,1.74,3.22,0.0,0.0,0.13,49.06,284.91,0.26,0.08,0.01,10.71,1.59,3.22,0.04,0.04,3.08,202403.0,0.52,0.1,-0.07,0.1,0.0,0.1,0.08,-0.05,0.0,0.03,-0.07,-0.05,0.0,19.23,5.77,-0.17,0.52,0.07,7.89,530925.0___NA__
Rana Sugars,507490.0,RANASUG,Sugar,25.05,1592.63,5.2,27.97,6.86,1.82,0.0,1592.63,82.78,17.9,100.68,35.34,65.34,28.36,36.98,9.01,27.97,0.0,27.97,0.0,80.82,67.21,5.2,1.76,82.78,28.36,35.34,1.82,65.34,27.97,5.7,9.01,17.9,202403.0,1627.48,113.33,23.4,127.96,31.34,96.62,22.91,82.48,19.08,56.66,8.77,63.4,0.0,6.96,3.48,4.13,1628.85,51.63,384.7,507490.0_RANASUG
Rander Corpn.,531228.0,__NA__,Finance & Investments,13.15,3.96,63.38,1.84,11.07,1.49,0.0,3.96,2.51,0.0,2.51,0.06,2.45,0.0,2.45,0.62,1.84,0.0,1.84,0.0,25.25,0.14,63.38,46.46,2.51,0.0,0.06,1.49,2.45,1.84,0.62,0.62,0.0,202403.0,3.32,0.73,0.17,0.76,0.01,0.75,0.01,0.88,0.22,0.56,0.14,0.66,0.0,21.99,16.87,0.53,4.41,1.01,16.22,531228.0___NA__
Rane (Madras),532661.0,RML,Auto Ancillaries,870.5,2238.95,6.53,108.83,6.3,1.86,0.0,2238.95,146.12,-101.23,150.7,91.03,59.67,56.37,-102.51,-105.53,108.83,-105.81,3.02,0.0,62.89,251.37,6.53,4.86,146.12,56.37,91.03,1.86,59.67,3.02,0.0,-105.53,-101.23,202403.0,2354.44,183.62,6.2,201.33,96.6,104.73,34.76,58.46,28.44,34.69,-11.51,30.02,0.0,7.8,1.47,18.46,2342.19,21.93,1415.91,532661.0_RML
Rane Brake Lin.,532987.0,RBL,Auto Ancillaries,993.85,660.83,11.41,41.18,20.51,52.11,0.0,660.83,75.38,0.92,77.52,21.84,55.68,0.03,54.43,14.15,41.18,-1.22,40.28,23.19,54.8,87.41,11.41,6.23,75.38,0.03,21.84,52.11,55.68,40.28,12.92,14.15,0.92,202403.0,598.8,56.36,8.27,64.63,20.0,44.63,0.05,44.58,11.12,33.46,0.0,33.46,19.32,9.41,5.59,43.29,639.48,36.91,768.24,532987.0_RBL
Rane Engine Val.,532988.0,RANEENGINE,Auto Ancillaries,423.1,566.75,8.35,15.42,13.18,15.84,0.0,566.75,47.31,-1.83,50.9,19.02,31.88,10.78,15.68,4.22,15.42,-5.42,11.46,3.62,38.22,139.12,8.35,2.72,47.31,10.78,19.02,15.84,31.88,11.46,3.66,4.22,-1.83,202403.0,497.57,34.6,-4.61,36.61,19.28,17.33,10.55,0.16,0.22,-7.09,-6.62,-0.06,0.0,6.95,-1.42,-0.08,552.64,11.58,306.09,532988.0_RANEENGINE
Rane Holdings,505800.0,RANEHOLDIN,Finance & Investments,1345.75,3529.82,9.11,178.14,13.0,86.69,0.0,3529.82,321.48,-37.44,393.11,137.0,256.11,71.34,75.7,-73.91,178.14,-109.07,149.61,35.7,57.02,511.32,9.11,6.1,321.48,71.34,137.0,86.69,256.11,149.61,30.09,-73.91,-37.44,202403.0,3510.57,320.8,8.57,347.4,141.73,205.67,49.82,137.82,50.51,69.66,-18.03,87.31,24.28,9.14,2.78,43.61,3597.28,103.14,1921.72,505800.0_RANEHOLDIN
Ranjeet Mechatr.,541945.0,__NA__,Engineering,38.81,16.89,9.71,0.13,5.84,0.13,0.0,16.89,1.64,0.0,1.64,0.14,1.5,1.34,0.16,0.04,0.13,0.0,0.13,0.0,82.12,0.67,9.71,0.77,1.64,1.34,0.14,0.13,1.5,0.13,0.04,0.04,0.0,202403.0,37.73,0.72,1.92,2.64,0.15,2.49,1.5,0.99,0.28,0.71,0.0,0.71,0.0,1.91,1.88,1.08,,,38.81,541945.0___NA__
Rap Media,531583.0,__NA__,Construction,21.6,0.0,,-0.79,-9.34,-1.34,0.0,0.0,-0.82,0.01,-0.81,0.25,-1.06,0.0,-1.06,-0.27,-0.79,0.0,-0.79,0.0,,0.17,,,-0.82,0.0,0.25,-1.34,-1.06,-0.79,0.0,-0.27,0.01,202403.0,0.0,-0.51,0.0,-0.51,0.25,-0.76,0.0,-0.76,0.08,-0.83,0.0,-0.83,0.0,,,-1.41,0.0,-1.46,12.7,531583.0___NA__
Rapicut Carbides,500360.0,__NA__,Engineering,111.0,60.16,2.41,0.49,4.33,0.91,0.0,60.16,1.45,0.12,1.57,0.53,1.04,0.48,0.56,0.07,0.49,0.0,0.49,0.0,76.91,5.2,2.41,0.81,1.45,0.48,0.53,0.91,1.04,0.49,0.0,0.07,0.12,202403.0,39.57,-0.24,0.01,-0.23,0.6,-0.83,0.29,-1.12,0.23,-1.35,0.0,-1.35,0.0,-0.61,-3.41,-2.51,58.94,-0.38,59.61,500360.0___NA__
Ras Resorts,507966.0,__NA__,Hotels,42.91,13.29,10.61,0.18,3.4,0.45,0.0,13.29,1.41,0.0,1.41,0.55,0.86,0.57,0.29,0.11,0.18,0.0,0.18,0.0,3.46,1.06,10.61,1.35,1.41,0.57,0.55,0.45,0.86,0.18,0.0,0.11,0.0,202403.0,12.87,1.0,0.32,1.31,0.48,0.83,0.7,0.14,0.14,-0.01,0.01,-0.01,0.0,7.77,-0.08,-0.03,13.09,0.02,17.03,507966.0___NA__
Rasandik Engg.,522207.0,__NA__,Auto Ancillaries,112.0,86.25,-8.96,6.5,9.95,11.93,0.0,86.25,-7.73,29.96,21.6,6.15,15.45,9.44,6.64,-0.48,6.5,0.63,7.13,0.0,75.77,10.34,-8.96,7.54,-7.73,9.44,6.15,11.93,15.45,7.13,0.0,-0.48,29.96,202403.0,149.55,8.66,4.47,9.19,7.09,2.1,10.76,-4.72,-1.42,-7.24,3.94,-3.3,0.0,5.79,-4.84,-5.52,94.03,-9.25,66.92,522207.0___NA__
Rashi Peripheral,544119.0,RPTECH,Trading,328.0,11094.7,2.64,133.57,14.37,21.43,,11094.7,292.9,24.78,307.3,18.88,288.42,107.14,191.66,47.8,133.57,10.38,143.86,6.59,94.65,151.73,2.64,1.23,292.9,107.14,18.88,21.43,288.42,143.86,45.85,47.8,24.78,202403.0,9454.28,256.18,14.67,270.85,16.67,254.18,89.55,164.63,41.28,123.34,0.0,123.34,2.09,2.71,1.3,,,,2161.53,544119.0_RPTECH
Rasi Electrodes,531233.0,__NA__,Electrodes - Welding Equipment,28.0,83.83,4.86,3.2,13.05,1.03,0.0,83.83,4.07,1.05,5.12,0.78,4.34,0.18,4.16,0.95,3.2,0.0,3.2,0.0,81.38,4.52,4.86,3.82,4.07,0.18,0.78,1.03,4.34,3.2,1.13,0.95,1.05,202403.0,87.53,3.89,1.42,5.31,0.68,4.63,0.46,4.17,1.17,3.01,0.0,3.01,0.0,4.44,3.44,0.97,83.97,2.89,87.17,531233.0___NA__
Rategain Travel,543417.0,RATEGAIN,Computers - Software - Medium / Small,752.45,957.03,19.82,145.39,17.34,12.34,-0.02,957.03,189.72,41.56,231.28,41.04,190.24,1.37,188.87,43.48,145.39,0.0,145.39,0.0,0.0,379.91,19.82,15.19,189.72,1.37,41.04,12.34,190.24,145.39,48.08,43.48,41.56,202403.0,565.13,86.62,19.93,105.41,35.81,69.6,3.48,67.26,-1.15,67.43,1.14,68.4,0.0,15.33,11.93,6.31,884.15,129.16,8867.53,543417.0_RATEGAIN
Rathi Bars,532918.0,__NA__,Steel - Medium / Small,47.01,614.04,2.33,3.57,6.3,2.19,0.0,614.04,14.33,0.34,14.67,4.49,10.18,6.13,4.05,0.48,3.57,0.0,3.57,0.0,94.17,6.06,2.33,0.58,14.33,6.13,4.49,2.19,10.18,3.57,0.82,0.48,0.34,202403.0,482.36,14.97,0.28,15.25,6.54,8.71,5.39,3.32,0.73,2.58,0.0,2.58,0.0,3.1,0.53,1.58,674.63,3.73,76.77,532918.0___NA__
Rathi Steel,504903.0,__NA__,Steel - Medium / Small,48.49,492.83,4.22,3.75,14.03,2.77,-11.15,492.83,20.8,23.29,24.25,8.74,15.51,11.74,23.61,0.07,3.75,19.84,23.53,0.0,76.11,9.51,4.22,0.76,20.8,11.74,8.74,2.77,15.51,23.53,0.07,0.07,23.29,202403.0,726.55,31.66,76.24,32.68,8.33,24.35,12.1,87.47,0.25,12.0,75.22,87.22,0.0,4.36,1.65,27.86,541.24,83.49,412.47,504903.0___NA__
Ratnabhumi Dev.,540796.0,__NA__,Construction,174.85,0.51,3094.12,0.31,8.48,0.23,0.0,0.51,15.78,0.79,16.57,0.79,15.78,15.55,0.23,-0.07,0.31,0.0,0.31,0.0,-9270.59,1.08,3094.12,60.78,15.78,15.55,0.79,0.23,15.78,0.31,0.01,-0.07,0.79,202403.0,-11.38,7.39,0.01,7.4,0.13,7.27,7.04,0.23,-0.01,0.23,0.0,0.23,0.0,64.94,34.85,0.17,0.81,0.11,239.54,540796.0___NA__
Ratnamani Metals,520111.0,RATNAMANI,Steel - Medium / Small,3622.75,5059.1,17.73,622.79,27.79,88.85,0.0,5059.1,897.13,73.21,970.34,97.54,872.8,45.13,827.67,202.57,622.79,0.0,625.1,98.14,65.81,257.77,17.73,12.36,897.13,45.13,97.54,88.85,872.8,625.1,198.51,202.57,73.21,202403.0,4474.4,775.68,32.39,808.37,83.34,725.03,31.19,693.54,181.26,510.7,-0.3,512.28,84.12,17.34,11.45,72.83,5062.48,624.56,25392.6,520111.0_RATNAMANI
Ratnaveer Precis,543978.0,RATNAVEER,Steel - Medium / Small,162.35,595.38,8.4,31.05,12.85,6.4,0.0,595.38,49.99,7.02,57.01,5.82,51.19,12.09,39.1,8.04,31.05,0.0,31.05,0.0,86.03,6.81,8.4,5.22,49.99,12.09,5.82,6.4,51.19,31.05,7.04,8.04,7.02,202403.0,479.75,45.62,1.4,47.0,4.02,42.98,12.29,30.71,5.67,25.03,0.02,25.04,0.0,9.51,5.22,7.22,604.17,34.6,787.41,543978.0_RATNAVEER
RattanIndia Ent,534597.0,RTNINDIA,Miscellaneous,83.21,5609.64,0.91,471.37,36.04,3.08,0.0,5609.64,51.27,532.04,633.33,17.29,616.04,113.51,452.51,28.06,471.37,-50.02,424.45,0.0,83.48,121.29,0.91,8.4,51.27,113.51,17.29,3.08,616.04,424.45,18.72,28.06,532.04,202403.0,4123.79,40.44,-254.64,44.89,9.88,35.01,49.26,-273.34,12.75,-40.97,-259.09,-286.1,0.0,0.98,-1.0,-2.06,5421.11,367.92,11501.88,534597.0_RTNINDIA
RattanIndia Pow.,533122.0,RTNPOWER,Power Generation And Supply,17.74,3364.0,19.2,-1738.33,8.18,16.57,0.0,3364.0,645.83,10975.86,986.61,381.94,604.67,2363.37,8876.38,-20.37,-1738.33,10635.08,8896.75,0.0,0.0,60.42,19.2,-51.67,645.83,2363.37,381.94,16.57,604.67,8896.75,0.0,-20.37,10975.86,202403.0,3231.16,738.31,328.2,1066.51,404.37,662.14,2511.62,-1849.48,20.37,-1869.85,0.0,-1869.85,0.0,22.85,-57.87,-3.48,3350.62,-2252.19,9526.57,533122.0_RTNPOWER
Raunaq Intl.,537840.0,__NA__,Engineering - Turnkey Services,37.41,3.74,-51.6,-1.07,-16.19,-3.2,4.33,3.74,-1.93,0.91,-1.02,0.14,-1.16,0.07,-1.23,-0.16,-1.07,0.0,-1.07,0.0,98.13,0.57,-51.6,-28.61,-1.93,0.07,0.14,-3.2,-1.16,-1.07,0.0,-0.16,0.91,202403.0,5.77,-3.8,1.56,-1.78,0.25,-2.03,0.33,-2.82,-0.45,-1.92,-0.46,-2.38,0.0,-65.86,-33.28,-7.12,3.78,-3.08,12.51,537840.0___NA__
Ravi Leela Gran,526095.0,__NA__,Miscellaneous,38.96,31.47,10.07,-0.6,6.02,-0.57,0.0,31.47,3.17,2.46,5.63,1.99,3.64,3.51,0.13,0.73,-0.6,0.0,-0.6,0.0,48.55,3.83,10.07,-1.91,3.17,3.51,1.99,-0.57,3.64,-0.6,0.16,0.73,2.46,202403.0,29.5,5.37,1.53,6.9,2.06,4.84,4.44,0.4,2.05,-1.64,0.0,-1.65,0.0,18.2,-5.56,-1.56,31.59,-0.73,41.24,526095.0___NA__
Ravikumar Distll,533294.0,RKDL,Breweries & Distilleries,30.0,24.58,-14.52,0.23,0.32,-0.81,0.0,24.58,-3.57,2.06,0.66,0.4,0.26,0.04,-1.95,0.0,0.23,-2.17,-1.94,0.0,88.97,1.88,-14.52,0.94,-3.57,0.04,0.4,-0.81,0.26,-1.94,0.0,0.0,2.06,202403.0,28.83,-0.89,-1.03,-0.89,0.29,-1.18,0.07,-2.28,0.0,-1.25,-1.03,-2.28,0.0,-3.09,-4.34,-0.95,23.71,-5.59,72.02,533294.0_RKDL
Ravinder Heights,543251.0,RVHL,Construction,47.5,0.62,-1438.71,-2.15,-0.75,-0.35,0.0,0.62,-8.92,9.25,0.33,2.17,-1.84,0.27,-2.11,0.04,-2.15,0.0,-2.15,0.0,0.0,2.35,-1438.71,-346.77,-8.92,0.27,2.17,-0.35,-1.84,-2.15,0.21,0.04,9.25,202403.0,12.04,2.48,4.67,6.58,2.17,4.41,0.43,4.55,-1.61,5.89,0.57,6.17,0.0,20.6,48.92,1.01,12.25,5.11,291.29,543251.0_RVHL
Ravindra Energy,504341.0,__NA__,Miscellaneous,63.15,130.97,25.23,8.61,12.21,-3.3,0.0,130.97,33.05,-49.04,48.52,13.39,35.13,16.48,-45.86,5.01,8.61,-64.51,-50.9,0.0,45.01,7.12,25.23,6.57,33.05,16.48,13.39,-3.3,35.13,-50.9,0.04,5.01,-49.04,202403.0,252.63,13.5,33.14,46.67,11.34,35.33,13.47,21.83,5.08,15.55,-0.03,16.7,0.0,5.34,6.62,1.13,214.8,21.22,973.99,504341.0___NA__
Raw Edge Indust.,541634.0,__NA__,Mining / Minerals / Metals,37.29,44.97,6.98,-0.59,3.24,-0.59,0.0,44.97,3.14,0.03,3.17,1.7,1.47,2.23,-0.76,-0.17,-0.59,0.0,-0.59,0.0,55.21,2.74,6.98,-1.31,3.14,2.23,1.7,-0.59,1.47,-0.59,0.0,-0.17,0.03,202403.0,52.83,3.89,0.01,3.9,1.59,2.31,2.29,0.02,0.0,0.02,0.0,0.02,0.0,7.36,0.04,0.02,42.94,-1.54,37.51,541634.0___NA__
Raymed Labs,531207.0,__NA__,Pharmaceuticals - Indian - Formulations,2.39,0.0,,-0.1,,-0.23,0.0,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,,0.04,,,-0.1,0.0,0.0,-0.23,-0.1,-0.1,0.0,0.0,0.0,202403.0,0.0,-0.19,0.02,-0.17,0.01,-0.18,0.0,-0.18,0.0,-0.17,0.0,-0.17,0.0,,,-0.4,0.0,-0.14,1.02,531207.0___NA__
Raymond,500330.0,RAYMOND,Textiles - Products,3031.3,9019.51,14.51,1672.42,30.93,246.01,0.0,9019.51,1309.08,1216.16,2564.73,283.68,2281.05,375.82,1865.74,222.67,1672.42,-39.49,1643.07,66.55,28.55,1197.44,14.51,18.6,1309.08,375.82,283.68,246.01,2281.05,1643.07,201.74,222.67,1216.16,202403.0,8214.72,1199.41,30.52,1336.9,235.35,1101.55,257.26,737.32,200.36,601.76,-106.97,536.96,19.97,14.6,7.44,79.45,8561.2,1609.77,20180.52,500330.0_RAYMOND
RBL Bank,540065.0,RBLBANK,Banks - Private Sector,263.75,12394.3,36.8,1167.92,6.8,19.3,0.0,12394.3,4560.8,3042.89,7603.69,0.0,7603.69,6351.41,1252.28,84.36,1167.92,0.0,1167.92,90.76,0.0,1492.23,36.8,9.42,4560.8,6351.41,0.0,19.3,7603.69,1167.92,84.36,84.36,3042.89,202403.0,9129.85,3565.87,2489.43,6055.57,196.41,5859.16,4678.39,1180.5,297.78,882.92,-0.27,882.72,89.94,39.06,9.67,14.72,11697.53,1086.33,15990.69,540065.0_RBLBANK
RBM Infracon,-1.0,RBMINFRA,Construction,585.0,129.73,14.54,11.09,28.63,13.14,0.0,129.73,18.86,0.26,19.12,1.26,17.86,1.86,16.0,4.9,11.09,0.0,11.09,0.0,-10.94,57.67,14.54,8.55,18.86,1.86,1.26,13.14,17.86,11.09,4.9,4.9,0.26,202403.0,83.19,4.69,0.09,4.78,0.75,4.03,0.93,3.1,0.89,2.21,0.0,2.21,0.0,5.64,2.66,2.62,,,493.8,-1.0_RBMINFRA
RBZ Jewellers Lt,544060.0,RBZJEWEL,Diamond Cutting / Jewellery,136.7,327.43,11.75,21.57,16.12,5.39,0.0,327.43,38.48,0.39,38.87,1.37,37.5,7.88,29.62,8.05,21.57,0.0,21.57,0.0,79.82,8.69,11.75,6.59,38.48,7.88,1.37,5.39,37.5,21.57,7.74,8.05,0.39,202403.0,287.93,37.82,1.65,39.52,1.37,38.15,8.33,29.77,7.44,22.37,-0.05,22.33,0.0,13.14,7.77,7.44,,,546.8,544060.0_RBZJEWEL
RCI Industries,537254.0,__NA__,Mining / Minerals / Metals,4.22,38.72,-109.76,-53.15,-48.54,-33.9,0.0,59.68,-60.68,0.23,-60.45,11.28,-71.73,0.6,-72.33,-0.23,-72.1,0.0,-72.1,0.0,119.74,4.38,-101.68,-120.81,-42.5,1.77,9.61,-45.99,-51.82,-53.15,0.0,-0.45,0.29,202203.0,68.8,-78.53,-1.07,-77.89,12.47,-90.36,0.18,-92.25,-1.7,-88.84,-1.71,-90.55,0.0,-114.14,-129.13,-57.76,40.83,-72.98,6.62,537254.0___NA__
RDB Rasayans,533608.0,__NA__,Packaging,141.9,103.2,15.97,24.23,18.53,13.68,0.0,103.2,16.48,17.18,33.66,1.26,32.4,0.15,32.25,8.02,24.23,0.0,24.23,0.0,58.69,12.19,15.97,23.48,16.48,0.15,1.26,13.68,32.4,24.23,8.29,8.02,17.18,202403.0,109.34,19.35,14.79,33.35,1.3,32.05,0.12,32.72,8.35,23.78,0.79,24.37,0.0,17.7,21.75,13.76,104.08,20.91,251.31,533608.0___NA__
RDB Realty,533285.0,__NA__,Construction,150.0,110.29,34.79,19.67,5.29,11.38,0.0,110.29,38.37,8.29,46.66,6.02,40.64,18.89,21.75,1.13,19.67,0.0,20.62,0.0,47.92,1.96,34.79,18.7,38.37,18.89,6.02,11.38,40.64,20.62,6.62,1.13,8.29,202403.0,128.56,19.64,13.38,33.04,0.14,32.9,12.59,20.29,3.37,16.9,-0.02,16.88,0.0,15.28,13.15,9.77,116.7,16.4,259.2,533285.0___NA__
Real Eco-Energy,530053.0,__NA__,Trading,34.36,0.31,-22.58,0.19,2.47,0.1,0.0,0.31,-0.07,0.27,0.2,0.0,0.2,0.0,0.2,0.01,0.19,0.0,0.19,0.0,96.77,0.01,-22.58,61.29,-0.07,0.0,0.0,0.1,0.2,0.19,0.0,0.01,0.27,202403.0,6.78,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.29,0.29,0.01,4.74,-0.01,68.72,530053.0___NA__
Real Touch Fin,538611.0,__NA__,Finance & Investments,56.05,18.74,71.5,2.63,8.54,2.07,0.0,18.74,13.4,0.15,13.55,0.26,13.29,9.36,3.93,1.29,2.63,0.0,2.63,0.0,0.0,2.8,71.5,14.03,13.4,9.36,0.26,2.07,13.29,2.63,1.72,1.29,0.15,202403.0,9.31,7.23,0.97,8.2,0.06,8.14,4.41,3.73,1.11,2.62,0.0,2.62,0.0,77.66,28.14,2.06,18.62,2.62,71.14,538611.0___NA__
REC Ltd,532955.0,RECLTD,Finance - Term-Lending Institutions,527.2,47504.75,100.76,14145.46,10.05,53.72,0.0,47504.75,47865.19,66.48,47931.67,23.99,47907.68,29947.74,17959.94,3814.48,14145.46,0.0,14145.46,4213.15,0.0,238.03,100.76,29.78,47865.19,29947.74,23.99,53.72,47907.68,14145.46,3333.07,3814.48,66.48,202403.0,39485.99,37627.73,27.53,37657.82,24.26,37633.56,23733.33,13897.67,2730.69,11169.01,-2.56,11166.98,3317.86,95.29,28.29,42.41,45070.63,13131.74,138823.55,532955.0_RECLTD
Redington,532805.0,REDINGTON,Trading,220.85,89345.71,2.1,1218.62,18.29,15.59,0.0,89345.71,1877.22,263.84,2141.06,181.1,1959.96,385.31,1574.65,336.04,1218.62,0.0,1238.61,0.0,94.33,1289.44,2.1,1.39,1877.22,385.31,181.1,15.59,1959.96,1238.61,382.96,336.04,263.84,202403.0,79376.78,2202.58,141.76,2342.34,155.4,2186.94,355.47,1833.47,394.08,1391.06,2.0,1439.39,562.72,2.77,1.81,17.82,88760.89,1243.11,17265.5,532805.0_REDINGTON
Redtape,543957.0,REDTAPE,Trading,773.9,1842.92,17.09,176.24,31.88,12.75,0.0,1842.92,314.94,13.05,327.99,59.24,268.75,32.51,236.24,60.0,176.24,0.0,176.24,0.0,51.47,92.66,17.09,9.56,314.94,32.51,59.24,12.75,268.75,176.24,61.3,60.0,13.05,202403.0,1468.31,244.35,6.65,250.87,44.44,206.43,17.46,189.1,46.95,142.05,0.13,142.15,0.0,16.64,9.67,10.29,1714.85,169.84,10695.46,543957.0_REDTAPE
Reetech Intl,543617.0,__NA__,Trading,50.0,29.27,2.49,1.06,10.0,2.46,0.0,29.27,0.73,1.0,1.76,0.13,1.63,0.15,1.45,0.41,1.06,-0.03,1.04,0.0,94.06,0.39,2.49,3.62,0.73,0.15,0.13,2.46,1.63,1.04,0.44,0.41,1.0,202403.0,165.28,0.54,1.15,1.71,0.16,1.55,0.38,1.15,0.38,0.92,-0.02,0.9,0.0,0.33,0.56,2.13,,,21.14,543617.0___NA__
Refex Industries,532884.0,REFEX,Trading,161.3,1382.87,10.56,93.08,26.39,8.11,2.01,1382.87,146.1,18.13,164.36,13.54,150.82,29.36,121.33,28.35,93.08,-0.13,92.98,0.0,86.04,20.49,10.56,6.73,146.1,29.36,13.54,8.11,150.82,92.98,31.03,28.35,18.13,202403.0,1629.15,174.65,8.04,182.85,6.89,175.96,19.41,156.39,40.33,116.18,-0.16,116.06,4.42,10.72,7.13,10.5,1670.66,110.27,1865.95,532884.0_REFEX
Refex Renewables,531260.0,__NA__,Engineering - Turnkey Services,450.0,76.09,43.23,-14.04,4.53,-55.03,0.0,76.09,32.89,18.02,39.67,17.64,22.03,41.59,-8.32,26.1,-14.04,11.24,-34.42,0.0,7.31,11.16,43.23,-25.71,32.89,41.59,17.64,-55.03,22.03,-34.42,0.91,26.1,18.02,202403.0,76.18,8.74,19.89,28.83,16.06,12.77,35.14,-22.57,7.51,-23.28,-0.2,-30.09,0.0,11.47,-39.33,-52.07,92.81,-34.83,202.06,531260.0___NA__
Refractory,-1.0,REFRACTORY,Refractories / Intermediates,213.0,40.55,15.68,4.02,18.54,2.54,,40.55,6.36,2.47,8.83,1.94,6.89,1.55,5.34,1.32,4.02,0.0,4.02,0.0,45.6,3.2,15.68,9.91,6.36,1.55,1.94,2.54,6.89,4.02,1.4,1.32,2.47,202403.0,37.97,3.87,0.86,4.73,1.06,3.67,1.08,2.59,0.67,1.92,0.0,1.92,0.0,10.19,5.06,,,,464.34,-1.0_REFRACTORY
