Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,join_key
Roni Households,542145.0,__NA__,Plastics Products,44.5,25.57,44.09,0.0,1.64,3.42,0.27,4.53,60.11,3.59,0.0,34.93,29.5,0.57,27.15,1.25,3.54,0.0,3.0,1.0,0.45,1.33,178.0,60.11,4.7,159.69,3.72,,551.78,4.69,24.83,358.28,92.75,159.69,291.35,39.89,0.0,0.0,0.0,0.0,24.58,2.9,0.27,0.62,168.0,542145.0___NA__
Roopa Industries,530991.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,56.25,44.25,29.11,0.0,2.86,2.51,1.67,10.33,48.03,7.18,0.0,32.0,65.86,0.79,19.68,2.51,0.55,0.0,5.0,5.0,1.16,3.92,3622.0,48.03,9.54,43.27,3.4,,116.14,7.43,29.25,115.58,95.83,43.27,168.13,51.73,0.25,0.0,0.0,0.0,17.74,12.72,2.56,10.17,3584.0,530991.0___NA__
Rose Merc.,512115.0,__NA__,Trading,137.5,60.01,157.91,0.0,3.18,3.07,0.0,3.11,0.17,0.59,0.0,34.16,59.46,0.44,43.19,-1.47,61.36,,4.0,2.0,0.43,0.66,781.0,0.17,4.96,64.86,3.16,,471.26,1.94,29.09,64.86,,64.86,,99.83,0.0,0.0,0.0,0.0,26.51,,,,699.0,512115.0___NA__
Roselabs Finance,531324.0,__NA__,Construction,33.4,33.4,,0.0,,-15.95,,,74.25,-0.35,0.0,33.28,37.9,1.0,-4.44,,1.01,0.0,5.0,1.0,1.4,-0.18,1324.0,74.25,-650.0,429.04,2.89,,-16.01,-8.55,,429.04,,429.04,0.0,25.75,0.0,0.0,0.0,0.0,-4.3,,-360.0,,1307.0,531324.0___NA__
Rossari Biotech,543213.0,ROSSARI,Chemicals,851.95,4706.82,36.01,0.06,4.51,8.9,0.11,13.32,68.32,4.16,0.0,39.79,4795.4,5.52,189.65,5.49,1.32,0.0,5.0,4.0,1.25,1.4,98859.0,68.32,13.21,84.77,3.67,,92.6,12.53,317.71,102.61,61.82,84.77,79.67,9.9,4.02,-0.12,-0.32,17.74,165.93,18.45,8.17,12.45,100423.0,543213.0_ROSSARI
Rossell India,533168.0,ROSSELLIND,Diversified - Medium / Small,577.95,2178.66,162.7,0.07,7.36,2.47,0.65,4.59,74.8,1.29,0.0,156.7,2370.84,3.77,78.79,0.81,0.41,0.0,5.0,1.0,0.68,1.83,16074.0,74.8,5.53,63.18,11.22,,211.95,5.28,78.73,475.4,133.43,63.18,545.65,20.56,1.49,0.01,0.0,3.15,76.05,10.07,5.68,10.26,16544.0,533168.0_ROSSELLIND
Roto Pumps,517500.0,ROTO,Pumps,622.0,1953.53,49.86,0.51,10.04,13.65,0.27,21.95,67.26,3.41,0.0,50.43,1975.12,3.14,62.07,1.84,1.35,71.2,5.0,4.0,0.95,1.48,26741.0,67.26,17.18,79.54,9.76,,122.11,18.89,131.97,219.83,68.28,79.54,208.57,32.26,0.49,-2.2,0.0,0.0,51.58,25.8,13.63,22.42,24862.0,517500.0_ROTO
Rotographics (I),539922.0,__NA__,Trading,42.87,15.44,,0.0,4.35,-1.64,0.0,-1.68,51.1,-0.45,0.0,34.16,15.41,0.36,9.86,,2.5,0.0,4.0,4.0,0.1,1.03,598.0,51.1,-100.0,0.0,3.16,,28.82,-1.93,,0.0,,0.0,0.0,48.91,0.0,0.0,0.0,0.0,10.02,0.55,0.54,0.56,601.0,539922.0___NA__
Route Mobile,543228.0,ROUTE,Computers - Software - Medium / Small,1891.9,11878.95,32.84,0.58,5.52,11.81,0.18,18.22,58.0,4.2,0.0,34.11,11500.83,6.28,342.35,,2.06,92.22,3.0,2.0,1.27,1.48,175549.0,58.0,17.74,97.22,3.7,,51.03,13.41,678.35,97.22,,97.22,0.0,20.35,15.83,-5.76,-0.16,5.83,291.53,22.03,12.05,18.73,184060.0,543228.0_ROUTE
ROX Hi-Tech,-1.0,ROXHITECH,Trading,131.0,299.17,14.08,0.0,3.23,19.99,0.23,36.41,58.94,9.99,0.0,34.16,320.41,2.28,40.51,3.7,1.61,0.0,4.0,4.0,1.66,1.15,1982.0,58.94,21.98,111.66,3.16,,198.26,20.82,92.08,152.87,74.08,111.66,115.29,39.21,1.84,-3.98,0.0,0.0,,63.79,30.75,92.94,1684.0,-1.0_ROXHITECH
Royal,544143.0,__NA__,Trading,136.5,66.88,42.07,0.0,3.68,,0.09,,67.96,3.81,0.0,34.16,59.74,0.49,37.18,,6.29,,0.0,0.0,,,251.0,67.96,,,3.16,,,10.83,52.1,,,,,32.04,0.0,,,0.0,,,,,,544143.0___NA__
Royal Cush. Vin.,526193.0,__NA__,Plastics Products,40.1,146.71,26.82,0.0,,10.73,,,39.92,3.87,3.86,34.93,208.21,3.66,-8.11,5.07,0.17,0.0,4.0,3.0,1.07,-1.72,3908.0,38.38,25.79,42.76,3.72,,-105.68,11.26,,-221.61,351.65,42.76,87.27,54.45,0.01,0.01,0.0,5.62,-334.45,,-57.99,,3790.0,526193.0___NA__
Royal India Corp,512047.0,__NA__,Trading,37.1,285.56,,0.0,,-5.21,,,45.92,-1.01,1.89,34.16,416.74,7.7,-9.46,0.67,1.95,0.0,2.0,0.0,0.18,-7.24,5885.0,45.05,-4.76,993.12,3.16,,990.33,-2.74,,1113.16,424.75,993.12,544.79,54.09,0.0,0.0,0.0,0.0,-5.89,3.11,-2.34,,6058.0,512047.0___NA__
Royal Orch.Hotel,532699.0,ROHLTD,Hotels,364.55,999.79,20.62,0.56,5.22,11.38,1.05,26.66,63.6,6.65,0.0,47.22,1148.34,2.74,69.55,20.92,1.11,0.0,4.0,4.0,0.66,2.34,26649.0,63.6,20.96,40.92,4.25,,-10.13,16.02,166.34,-336.47,409.58,40.92,32.18,29.67,6.06,1.27,0.45,0.66,63.07,24.52,12.53,31.55,21523.0,532699.0_ROHLTD
Royale Manor,526640.0,__NA__,Hotels,42.2,83.7,19.84,0.0,1.44,6.14,0.15,7.66,53.49,7.21,0.0,47.22,88.3,1.98,29.37,1.29,1.83,0.0,6.0,6.0,0.34,1.18,12970.0,53.49,14.45,30.86,4.25,,154.29,9.01,37.5,104.13,196.33,30.86,269.6,46.41,0.0,0.0,0.0,0.1,27.49,10.05,5.99,7.71,12762.0,526640.0___NA__
RPG LifeScience.,532983.0,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1652.2,2732.59,31.44,0.98,7.31,18.64,0.0,25.46,72.81,4.41,0.0,34.7,2696.12,1.65,226.65,2.03,0.82,0.0,8.0,5.0,1.25,1.24,22137.0,72.81,46.16,30.81,3.58,,25.4,23.05,519.89,90.11,140.48,30.81,199.78,24.12,0.9,0.34,0.39,2.16,185.98,33.18,17.86,24.21,21866.0,532983.0_RPGLIFE
RPP Infra Proj.,533284.0,RPPINFRA,Construction,135.9,515.6,9.0,0.0,1.21,7.05,0.1,14.52,50.88,18.92,25.79,23.53,517.14,3.79,112.14,27.41,1.7,0.0,6.0,6.0,1.67,1.91,20897.0,37.76,17.07,42.55,2.74,,74.61,11.43,195.03,-31.17,88.55,42.55,14.83,48.64,0.49,-0.35,0.0,0.0,97.47,12.81,3.46,7.63,20944.0,533284.0_RPPINFRA
RPSG Ventures,542333.0,RPSGVENT,Computers - Software - Medium / Small,719.25,2379.76,12.08,0.0,0.89,1.47,1.58,7.77,63.51,17.0,0.0,34.11,5901.57,3.31,806.08,4.55,0.61,0.0,7.0,5.0,0.59,5.04,41672.0,63.51,4.63,61.5,3.7,,11.34,7.18,,61.5,,61.5,,29.18,5.29,-2.01,-0.24,2.0,815.08,9.32,-0.44,-2.29,42090.0,542333.0_RPSGVENT
RR Metalmakers,531667.0,__NA__,Trading,46.2,41.62,39.64,0.0,5.47,2.27,2.24,14.82,70.66,10.61,0.0,34.16,58.6,0.9,8.45,4.3,0.5,0.0,9.0,3.0,2.09,6.07,1229.0,70.66,19.96,43.77,3.16,,60.74,12.37,14.88,36.3,95.7,43.77,88.23,29.34,0.0,0.0,0.0,0.0,7.28,10.64,-2.06,-16.08,1304.0,531667.0___NA__
RRIL,531307.0,__NA__,Construction,23.59,285.95,49.73,0.0,2.9,4.67,0.08,6.02,70.15,2.97,0.0,33.28,293.51,12.12,8.11,7.42,3.43,0.0,5.0,3.0,0.77,1.25,15086.0,70.15,5.99,36.84,2.89,,177.04,7.46,9.31,76.08,11.52,36.84,50.75,29.84,0.0,0.0,0.0,0.0,7.64,20.03,12.19,16.06,14778.0,531307.0___NA__
RSC Internl.,530179.0,__NA__,Trading,14.22,8.18,,0.0,,-14.63,5.0,,37.21,-0.49,0.0,34.16,8.24,0.57,-0.03,,0.97,,3.0,1.0,2.1,-10.25,3304.0,37.21,-50.0,135.81,3.16,,42.44,-12.12,,135.81,,135.81,0.0,62.79,0.0,0.0,0.0,0.0,0.02,-88.89,-89.66,-260.0,3215.0,530179.0___NA__
RSD Finance,539875.0,__NA__,Finance & Investments,110.0,142.41,10.17,0.0,0.72,6.46,0.13,7.33,74.98,15.24,0.0,23.18,161.84,1.29,153.56,3.2,0.74,0.0,6.0,6.0,0.38,1.36,1100.0,74.98,26.3,8.92,1.78,,16.43,8.95,193.29,90.11,51.41,8.92,132.6,25.01,0.0,0.0,0.0,0.0,141.38,8.22,5.03,6.19,995.0,539875.0___NA__
RSWM Ltd,500350.0,RSWM,Textiles - Cotton/Blended,215.5,1015.04,,2.33,0.76,-2.9,1.46,-7.3,55.69,-0.3,0.0,26.01,2897.29,4.71,275.44,4.13,0.64,0.0,2.0,3.0,1.23,2.54,32277.0,55.69,-0.22,58.01,1.46,,124.44,-0.24,,143.4,27.97,58.01,113.36,41.95,2.08,0.08,-0.01,0.07,279.61,8.16,3.57,8.3,33461.0,500350.0_RSWM
RTCL,531552.0,__NA__,Construction,18.4,22.08,10.31,0.0,0.52,4.38,0.05,5.18,55.45,12.84,0.0,33.28,24.01,1.2,35.32,0.24,0.19,0.0,7.0,7.0,0.08,1.15,11750.0,55.45,40.91,38.77,2.89,,259.09,6.13,37.29,1244.62,143.3,38.77,1349.15,44.55,0.0,0.0,0.0,0.0,33.56,1.76,0.8,0.98,11509.0,531552.0___NA__
RTS Power Corpn.,531215.0,__NA__,Electric Equipment,210.85,193.32,46.81,0.0,1.38,1.97,0.24,2.96,74.0,4.12,0.0,58.82,226.23,0.92,154.65,3.17,1.41,0.0,4.0,3.0,0.67,1.48,5754.0,74.0,3.92,137.15,8.34,,234.42,4.29,125.2,207.02,74.42,137.15,144.29,26.0,0.0,0.0,0.0,0.0,150.14,9.99,4.7,6.72,5985.0,531215.0___NA__
Rubfila Intl.,500367.0,__NA__,Miscellaneous,82.5,447.69,17.61,1.47,1.64,7.92,0.0,9.72,57.24,7.98,0.0,61.09,418.95,5.43,49.87,9.99,3.85,0.0,7.0,6.0,1.47,1.18,41827.0,57.24,8.75,42.65,3.13,,70.05,9.97,72.47,54.44,23.21,42.65,35.0,42.74,0.0,0.0,0.0,0.0,46.45,14.47,8.57,10.65,41618.0,500367.0___NA__
Ruby Mills,503169.0,RUBYMILLS,Textiles - Composite,223.5,747.39,16.78,0.56,1.26,4.85,0.36,7.68,74.9,6.55,0.0,16.4,937.19,3.34,179.52,1.2,2.72,0.0,8.0,4.0,0.26,1.53,13149.0,74.9,12.86,31.96,1.09,,332.6,6.89,231.95,228.07,125.13,31.96,321.24,25.07,0.03,0.03,0.0,0.0,167.37,5.67,3.47,6.14,13738.0,503169.0_RUBYMILLS
Ruchi Infrastr.,509020.0,RUCHINFRA,Miscellaneous,12.49,280.9,39.9,0.0,1.47,2.21,0.54,3.93,66.25,3.68,0.0,34.07,365.35,22.49,8.55,17.87,1.74,0.0,5.0,4.0,0.2,1.66,38862.0,66.25,4.6,76.67,3.2,,104.57,4.16,10.94,60.46,44.73,76.67,28.53,24.71,9.05,-0.4,0.0,0.0,8.08,4.01,0.41,0.83,38459.0,509020.0_RUCHINFRA
Ruchira Papers,532785.0,RUCHIRA,Paper,138.25,412.64,8.4,3.61,0.99,9.38,0.11,12.38,68.67,15.45,0.0,8.71,456.18,2.98,138.81,4.77,1.58,0.0,5.0,6.0,1.25,1.27,28613.0,68.67,10.47,43.67,1.1,,102.19,12.89,226.88,114.28,10.94,43.67,81.55,30.48,0.85,-0.02,0.0,0.0,127.49,24.05,13.97,19.68,27564.0,532785.0_RUCHIRA
Rudra Ecovation,514010.0,__NA__,Textiles - Cotton/Blended,59.45,512.74,,0.0,23.76,-1.31,0.02,-3.14,14.01,0.11,0.0,26.01,510.84,8.62,2.5,0.93,1.58,0.0,5.0,6.0,0.4,1.76,10333.0,14.01,1.59,45.21,1.46,,91.34,1.35,,218.75,19.73,45.21,193.28,80.52,0.0,0.0,-0.88,5.48,1.51,3.42,-0.07,-0.35,6518.0,514010.0___NA__
Rudra Gas,544121.0,__NA__,Construction,183.0,152.59,32.26,0.0,5.79,13.99,0.8,59.2,73.04,4.87,0.0,23.53,164.24,0.83,31.49,2.85,1.85,0.0,3.0,3.0,1.89,4.23,632.0,73.04,22.82,47.68,2.74,,100.97,13.7,63.4,-54.59,230.31,47.68,128.04,26.96,0.0,,,0.0,,29.65,11.35,56.39,,544121.0___NA__
Rudra Global,539226.0,__NA__,Steel - Medium / Small,55.99,561.79,28.08,0.0,4.94,6.49,1.15,19.35,72.88,5.32,0.0,27.86,692.1,10.03,11.33,2.51,0.13,0.0,7.0,3.0,1.8,2.71,14950.0,72.88,14.4,3.96,2.94,,119.1,12.06,22.97,134.51,26.41,3.96,156.96,27.13,0.0,0.0,0.0,0.0,9.26,12.45,3.78,14.12,11697.0,539226.0___NA__
Rudrabhish. Ent.,-1.0,REPL,Miscellaneous,180.5,313.04,22.28,0.0,2.53,8.42,0.08,12.3,68.64,6.61,0.0,34.07,318.55,1.73,71.28,,2.92,0.15,8.0,3.0,0.6,1.35,11878.0,68.64,13.38,324.46,3.2,,370.77,11.91,113.99,324.46,,324.46,,31.36,0.0,0.0,0.0,0.0,60.42,16.17,8.41,12.17,12484.0,-1.0_REPL
Rulka,-1.0,RULKA,Engineering - Turnkey Services,552.75,235.38,38.52,0.0,,21.62,0.83,109.69,69.22,3.75,0.0,37.82,245.52,0.43,,4.45,1.21,0.0,4.0,1.0,2.51,5.07,,69.22,63.29,66.64,4.55,,39.54,22.02,,31.5,117.13,66.64,81.99,,,,,,,48.69,11.86,67.39,,-1.0_RULKA
Rungta Irrigatn.,530449.0,__NA__,Plastics Products,111.0,221.13,39.14,0.0,2.55,5.15,0.13,6.9,41.59,3.67,0.0,34.93,231.93,1.99,43.61,6.37,2.37,0.0,7.0,3.0,1.36,1.26,3739.0,41.59,8.5,110.99,3.72,,149.61,7.63,52.75,149.73,16.49,110.99,55.23,58.16,0.0,0.0,0.0,0.0,38.61,6.57,2.88,4.17,3463.0,530449.0___NA__
Rupa & Co,533552.0,RUPA,Textiles - Products,282.45,2246.18,30.95,1.06,2.35,5.12,0.25,7.76,73.28,5.33,0.0,30.63,2259.95,7.95,120.47,1.36,1.69,0.0,9.0,2.0,0.86,1.48,63847.0,73.28,7.33,146.48,5.02,,220.0,8.24,154.22,308.49,88.25,146.48,250.26,21.57,0.95,0.33,-0.04,4.19,114.65,7.56,3.58,5.92,67113.0,533552.0_RUPA
Rushil Decor,533470.0,RUSHIL,Miscellaneous,351.95,934.12,21.67,0.13,1.73,4.11,0.54,9.51,56.39,7.77,0.0,34.7,1218.54,2.65,204.5,2.15,0.64,24.06,5.0,4.0,0.8,1.93,24293.0,56.39,7.55,70.96,3.14,,99.49,8.51,273.38,115.49,141.02,70.96,185.55,42.43,1.17,0.0,-0.01,0.0,137.13,16.91,8.24,23.88,22257.0,533470.0_RUSHIL
S & S Power Swit,517273.0,S&SPOWER,Electric Equipment,255.95,158.69,54.91,0.0,,3.45,,,74.97,4.73,0.0,58.82,207.98,0.62,-8.73,4.21,0.89,0.0,9.0,0.0,1.27,-23.17,19571.0,74.97,12.65,91.26,8.34,,50.36,6.99,,13.57,170.69,91.26,93.0,24.82,0.0,0.0,-0.2,0.21,-12.4,2.12,-3.76,,19628.0,517273.0_S&SPOWER
S & T Corporatio,514197.0,__NA__,Construction,20.41,64.96,,0.0,5.01,-0.97,0.0,-1.15,58.98,-0.23,0.0,33.28,64.91,3.18,4.07,,1.0,0.0,2.0,5.0,0.0,1.2,23430.0,58.98,-5.16,146.0,2.89,,-365.0,-0.98,,146.0,,146.0,,41.03,0.0,0.0,0.0,0.0,4.12,0.94,0.93,1.0,23484.0,514197.0___NA__
S A I L,500113.0,SAIL,Steel - Large,149.55,61772.03,16.7,1.02,1.07,2.73,0.64,6.62,65.0,7.6,0.0,19.42,97421.73,413.05,138.24,1.79,0.29,0.0,7.0,5.0,0.78,2.38,1643073.0,65.0,6.29,28.94,2.56,,53.7,5.24,151.96,145.71,102.96,28.94,219.73,15.96,3.18,-1.16,0.4,15.86,132.54,5.89,1.55,3.57,1503779.0,500113.0_SAIL
S C I,523598.0,SCI,Shipping,254.65,11861.59,19.4,0.17,1.71,5.46,0.42,9.18,63.75,5.62,0.0,26.89,13461.69,46.58,149.5,0.0,1.19,0.0,6.0,2.0,0.45,1.61,304527.0,63.75,8.27,102.02,1.92,,54.12,6.51,210.25,102.02,,102.02,,23.74,4.66,1.39,-0.12,7.87,136.78,10.29,7.45,13.32,219463.0,523598.0_SCI
S Chand & Compan,540497.0,SCHAND,Printing & Stationery,230.2,810.7,15.85,1.3,0.86,4.1,0.14,5.57,47.06,8.98,0.0,26.77,816.41,3.52,267.21,1.36,1.59,0.23,8.0,3.0,0.53,1.32,40417.0,47.06,6.72,143.31,3.15,,170.23,5.77,310.93,182.72,244.86,143.31,284.27,41.32,7.79,1.56,0.0,3.82,254.75,7.22,3.59,5.01,41295.0,540497.0_SCHAND
S H Kelkar & Co.,539450.0,SHK,Chemicals,192.35,2662.5,21.7,1.04,2.2,5.37,0.55,10.75,58.95,7.14,6.13,39.79,3225.22,13.84,87.62,1.62,0.76,0.0,7.0,4.0,0.84,1.9,46379.0,55.34,8.28,92.59,3.67,,148.82,9.31,132.04,200.73,127.27,92.59,235.41,31.92,8.86,0.62,-1.0,0.27,76.89,8.04,3.18,6.66,41946.0,539450.0_SHK
S I Cap. & Fin.,530907.0,__NA__,Finance & Investments,32.0,14.4,,0.0,3.89,-8.9,2.3,-23.49,51.21,-1.07,0.0,23.18,20.59,0.45,8.22,,1.8,0.0,3.0,4.0,0.21,2.73,1706.0,51.21,-43.14,0.0,1.78,,-61.18,-2.16,,0.0,,0.0,,48.54,0.0,0.0,0.0,0.26,9.32,0.69,-2.1,-3.68,1671.0,530907.0___NA__
S I Paper Mills,516108.0,__NA__,Paper,97.77,183.34,,0.0,0.84,-2.78,0.9,-5.79,33.16,0.21,0.0,8.71,380.4,1.88,117.57,4.12,0.67,0.0,4.0,3.0,0.66,2.15,4827.0,33.16,0.14,68.98,1.1,,107.81,0.18,,119.7,36.85,68.98,87.57,66.46,0.0,0.0,0.0,0.07,124.42,-5.02,-6.24,-13.63,4700.0,516108.0___NA__
S J Logistics (I,-1.0,SJLOGISTIC,Miscellaneous,484.0,700.99,31.0,0.0,6.26,19.6,0.12,31.57,49.64,4.39,0.0,38.47,712.78,1.45,77.36,,4.16,0.0,5.0,2.0,2.35,1.03,1585.0,49.64,23.98,106.57,3.17,,131.67,21.01,164.84,106.57,,106.57,,47.38,0.0,,,2.98,,,,,,-1.0_SJLOGISTIC
S K Internation.,542728.0,__NA__,Textiles - Products,17.1,12.54,,0.0,2.61,-19.71,0.06,-23.93,71.96,-12.39,0.0,31.14,11.86,0.73,6.55,3.73,3.38,0.0,3.0,4.0,0.55,1.21,67.0,71.96,-26.49,34.76,2.37,,138.18,-25.52,,60.77,71.74,34.76,97.75,28.05,0.0,0.0,0.0,0.0,8.61,2.74,-3.48,-4.8,67.0,542728.0___NA__
S P Apparels,540048.0,SPAL,Textiles - Products,746.05,1872.03,20.89,0.41,2.45,8.01,0.27,12.47,61.93,6.97,0.0,31.14,1996.2,2.51,304.33,1.61,1.07,0.0,8.0,4.0,0.97,1.47,15677.0,61.93,11.39,55.45,2.37,,127.22,11.94,494.7,189.93,79.87,55.45,214.34,17.68,1.53,0.14,-0.21,18.87,268.45,14.56,7.63,12.56,16376.0,540048.0_SPAL
S P Capital Fin.,530289.0,__NA__,Finance & Investments,46.0,27.64,49.36,3.81,1.31,1.0,2.63,2.79,69.31,2.12,0.0,23.18,75.54,0.6,35.28,,22.17,0.0,6.0,3.0,0.05,2.64,3032.0,69.31,19.93,0.0,1.78,,-51.73,2.04,27.19,0.0,,0.0,,30.69,0.0,0.0,0.0,0.0,31.52,3.23,1.65,2.5,2952.0,530289.0___NA__
S P I C,590030.0,SPIC,Fertilizers,85.1,1732.96,11.9,1.74,1.65,7.33,0.44,14.11,53.38,12.84,0.0,32.06,2030.18,20.36,52.82,8.76,0.78,0.0,5.0,6.0,0.98,1.84,124430.0,53.38,16.27,3.33,2.11,,41.92,14.56,81.23,12.87,16.96,3.33,26.51,44.56,0.38,-0.12,0.0,1.68,48.41,29.58,15.47,35.86,105899.0,590030.0_SPIC
S R G Securities,536710.0,__NA__,Finance & Investments,34.8,18.71,39.8,0.0,1.29,3.24,0.0,3.37,64.04,4.56,0.0,23.18,16.71,0.54,26.83,,17.29,0.0,6.0,2.0,0.1,1.04,127.0,64.04,11.72,0.0,1.78,,425.83,4.16,22.97,0.0,,0.0,,35.97,0.0,0.0,0.0,0.0,25.95,5.04,3.63,3.8,127.0,536710.0___NA__
S R Industries,513515.0,__NA__,Leather / Leather Products,1.47,2.89,,0.0,,-9.8,,,19.77,-10.42,60.99,73.86,33.64,1.97,-14.4,3.9,0.17,0.0,5.0,0.0,0.52,-0.73,,7.71,-11.54,161.25,2.81,,68.09,-13.84,,4.3,252.52,161.25,95.57,,,,,,-17.33,2.93,-9.33,,,513515.0___NA__
S T C,512531.0,STCINDIA,Trading,160.35,962.1,20.59,0.0,,1.97,,,90.0,1.8,0.0,34.16,2741.94,6.0,-772.21,0.0,0.34,,5.0,1.0,0.0,-0.51,23411.0,90.0,,,3.16,,,2.04,,,,,,9.36,0.06,0.06,-0.03,0.59,-783.71,,1.36,,22081.0,512531.0_STCINDIA
S V Global Mill,535621.0,__NA__,Construction,99.75,180.38,,0.0,2.76,-3.87,0.0,-4.2,68.89,-0.95,0.0,33.28,169.87,1.81,36.15,0.03,5.68,0.0,4.0,2.0,0.09,1.08,6552.0,68.89,-0.77,2064.34,2.89,,2370.7,-2.06,16.83,2064.34,,2064.34,,27.01,0.0,0.0,0.0,2.07,35.8,1.87,0.32,0.32,6646.0,535621.0___NA__
S. V. J. Enterp.,543799.0,__NA__,Paper,27.45,15.29,20.66,0.0,1.0,4.04,0.15,4.97,69.47,9.35,0.0,8.71,11.23,0.56,27.37,2.16,3.52,0.0,3.0,3.0,0.32,1.2,183.0,69.47,4.6,0.0,1.1,,421.01,5.58,28.6,120.63,73.83,0.0,194.46,30.53,0.0,0.0,0.0,0.0,26.06,10.06,5.69,7.97,117.0,543799.0___NA__
S.A.L Steel,532604.0,SALSTEEL,Steel - Sponge Iron,21.3,180.98,385.06,0.0,4.31,0.17,2.97,1.12,50.56,4.53,45.39,17.94,305.04,8.5,4.95,9.5,0.9,0.0,7.0,4.0,2.06,6.67,69413.0,27.61,5.37,41.82,1.88,,24.82,4.71,2.48,50.14,32.14,41.82,40.46,49.44,0.0,0.0,0.0,0.0,4.89,8.12,1.25,8.95,55589.0,532604.0_SALSTEEL
S.M. Gold,542034.0,__NA__,Diamond Cutting / Jewellery,17.55,17.62,14.81,0.0,0.79,3.32,0.77,6.22,44.72,6.86,0.0,24.82,34.29,1.0,22.05,2.0,0.09,0.0,6.0,6.0,1.74,1.62,13116.0,44.72,6.22,0.59,2.38,,194.14,5.88,24.25,199.91,0.18,0.59,199.51,55.27,0.0,0.0,0.0,0.0,16.09,2.5,0.57,1.02,13684.0,542034.0___NA__
Saakshi Medtech,-1.0,SAAKSHI,Electric Equipment,302.4,533.9,47.23,0.0,5.72,12.13,0.19,26.78,73.63,3.24,0.0,58.82,536.4,1.77,52.87,3.28,2.12,0.0,2.0,3.0,1.31,2.21,1389.0,73.63,20.1,68.78,8.34,,74.53,12.68,87.29,84.49,95.64,68.78,111.35,24.55,0.03,-2.97,-4.67,1.79,,33.26,15.63,34.34,1706.0,-1.0_SAAKSHI
SAB Events,540081.0,SABEVENTS,Entertainment / Electronic Media Software,9.71,10.18,,0.0,,-18.68,,,35.98,-8.35,40.52,18.09,11.92,1.05,-1.19,,0.28,0.0,5.0,2.0,0.3,-4.67,9351.0,21.4,-93.52,105.17,1.39,,-129.92,-42.62,,105.17,,105.17,,48.98,0.0,0.0,-0.22,15.04,-0.15,-12.91,-14.34,-300.0,9210.0,540081.0_SABEVENTS
SAB Industries,539112.0,__NA__,Construction,172.0,261.62,6.73,0.0,0.61,6.8,0.19,10.58,73.57,13.55,0.0,36.76,328.35,1.52,278.74,0.24,0.23,,4.0,4.0,0.08,1.35,1904.0,73.57,33.05,0.0,3.11,,791.26,6.8,400.44,1565.7,8.39,0.0,1574.09,26.42,0.0,0.0,0.0,0.01,204.54,,2.97,4.46,1673.0,539112.0___NA__
Sabar Flex India,-1.0,SABAR,Packaging,20.9,31.5,7.26,0.0,0.97,8.07,0.64,20.07,38.87,16.63,0.0,26.93,52.01,1.51,21.54,5.8,1.24,0.0,5.0,4.0,2.35,2.49,147.0,38.87,13.48,52.28,1.82,,94.51,13.55,37.36,103.24,11.99,52.28,62.95,61.13,0.0,0.0,0.0,0.0,14.35,10.52,3.48,9.91,160.0,-1.0_SABAR
Saboo Sodium,530461.0,__NA__,Food - Processing - Indian,18.88,79.24,344.56,0.0,1.7,0.33,0.38,0.5,43.05,3.49,0.0,38.34,81.93,4.2,11.09,1.34,12.38,0.0,7.0,5.0,0.75,1.48,15347724.0,43.05,1.21,108.75,3.49,,222.14,4.07,3.7,405.86,20.79,108.75,317.9,56.95,0.0,0.0,-0.08,0.0,11.04,4.37,0.11,0.19,10250.0,530461.0___NA__
Sabrimala Indus.,540132.0,__NA__,Trading,8.82,7.69,23.3,0.0,1.18,4.78,0.0,5.23,0.0,7.33,0.0,34.16,6.97,0.87,7.44,74.53,11.44,0.0,6.0,5.0,0.81,1.07,709.0,0.0,5.14,39.97,3.16,,376.8,7.04,7.96,39.97,,39.97,0.0,100.0,0.0,0.0,0.0,0.0,7.06,-4.3,-4.1,-4.3,710.0,540132.0___NA__
Sacheta Metals,531869.0,__NA__,Aluminium and Aluminium Products,20.75,51.88,26.48,0.0,1.03,2.76,0.34,4.48,55.48,5.67,0.0,23.13,62.91,2.5,20.09,2.1,1.23,65.04,6.0,4.0,1.09,1.41,21366.0,55.48,4.57,52.47,2.36,,193.57,4.98,18.83,191.2,24.12,52.47,162.85,44.51,0.0,0.0,0.0,0.0,19.47,6.21,2.89,5.69,21796.0,531869.0___NA__
